time,bandVelocityActual,currentRMS,feedRateActual,machineRunning,microphoneRMS,temperatureRMS,vibrationRMS,Experiment No,Piece No,Material
2025-12-12 18:24:24,26,1.514023780822754,53,True,0.3643153011798858,22.00215530395508,35.281402587890625,-1,-1,Empty
2025-12-12 18:24:25,26,1.552033305168152,53,True,0.4160693883895874,21.970556259155273,23.000499725341797,-1,-1,Empty
2025-12-12 18:24:26,26,1.554487228393555,53,True,0.3306230902671814,21.963619232177734,20.573610305786133,-1,-1,Empty
2025-12-12 18:24:27,26,1.5070323944091797,53,True,0.3643133044242859,21.93787956237793,26.710805892944336,-1,-1,Empty
2025-12-12 18:24:29,26,1.5860204696655271,53,True,0.3849953114986419,21.908592224121097,28.262147903442383,-1,-1,Empty
2025-12-12 18:24:30,26,1.537458419799805,53,True,0.3432170450687408,21.89333152770996,25.339921951293945,-1,-1,Empty
2025-12-12 18:24:31,26,1.5376538038253784,53,True,0.3544297218322754,21.87699317932129,26.812068939208984,-1,-1,Empty
2025-12-12 18:24:32,26,1.5267525911331177,53,True,0.3618011176586151,21.852022171020508,26.38195419311523,-1,-1,Empty
2025-12-12 18:24:33,26,1.5254243612289429,53,True,0.3568329513072967,21.83892059326172,27.75455665588379,-1,-1,Empty
2025-12-12 18:24:34,26,1.6441805362701416,53,True,0.365814745426178,21.837377548217773,27.687660217285156,-1,-1,Empty
2025-12-12 18:24:35,26,1.5008164644241333,53,True,0.3244130909442901,21.819189071655273,24.63052749633789,-1,-1,Empty
2025-12-12 18:24:36,26,1.47836172580719,53,True,0.3418954014778137,21.789749145507812,26.4764461517334,-1,-1,Empty
2025-12-12 18:24:37,26,1.490117430686951,53,True,0.3772002756595611,21.780807495117188,30.971132278442383,-1,-1,Empty
2025-12-12 18:24:38,26,1.5501548051834106,53,True,0.3596944510936737,21.75290870666504,25.97928810119629,-1,-1,Empty
2025-12-12 18:24:39,26,1.4705930948257446,53,True,0.3960752785205841,21.748130798339844,27.135639190673828,-1,-1,Empty
2025-12-12 18:24:40,26,1.5392218828201294,53,True,0.3996641933917999,21.730712890625,26.952756881713867,-1,-1,Empty
2025-12-12 18:24:41,26,1.5559991598129272,53,True,0.3846522569656372,21.69479751586914,24.57780647277832,-1,-1,Empty
2025-12-12 18:24:42,26,1.5741230249404907,53,True,0.3975743949413299,21.676916122436523,24.33899688720703,-1,-1,Empty
2025-12-12 18:24:43,26,1.5259478092193604,53,True,0.3937785029411316,21.662582397460938,22.318763732910156,-1,-1,Empty
2025-12-12 18:24:44,26,1.47021746635437,53,True,0.3557256758213043,21.662118911743164,18.16058349609375,-1,-1,Empty
2025-12-12 18:24:45,26,1.4870500564575195,53,True,0.3465228378772735,21.64439392089844,13.993135452270508,-1,-1,Empty
2025-12-12 18:24:46,26,1.3897186517715454,53,True,0.3824011981487274,21.625587463378903,56.83023452758789,-1,-1,Empty
2025-12-12 18:24:47,26,0.7929806113243103,53,True,0.1517492532730102,21.622041702270508,4.1119465827941895,-1,-1,Empty
2025-12-12 18:24:49,26,0.7648318409919739,53,True,0.1516882628202438,21.594913482666016,4.315993309020996,-1,-1,Empty
2025-12-12 18:24:50,26,0.7489257454872131,53,True,0.1152235567569732,21.58335304260254,3.5465633869171143,-1,-1,Empty
